1.148562983723741215e+00,1.091669750710063891e+00,1.031581480460106670e+00,9.005303310842817099e-01,9.733449991963368797e-01,8.571804056215635015e-01,1.007838690036218843e+00,1.008629398300279867e+00,1.117129810566498627e+00,8.905487489835520742e-01,8.605689498642246082e-01,1.167966615262705732e+00,1.030311510868036073e+00
9.319270629828955155e-01,8.531791744653202114e-01,1.181718466168311554e+00,9.051345303669592335e-01,8.794070192915586226e-01,1.029006335662123739e+00,1.013608349239194517e+00,1.010692248056687559e+00,1.056975790872854537e+00,8.723003608030761580e-01,1.084511882112059400e+00,9.058532755407219250e-01,8.895744258197385568e-01
9.529150947135178740e-01,1.062413859748275957e+00,1.197783234037827604e+00,8.284824603724882941e-01,9.677063270943497830e-01,1.058332365593434687e+00,1.186223051963145814e+00,8.440968442720494513e-01,9.160094827633766812e-01,1.108109583906182305e+00,9.676410261460499651e-01,1.010897946669027103e+00,8.405293485263867215e-01
9.671047454141568078e-01,9.566431488144677697e-01,8.220386342045880035e-01,8.149763703684604899e-01,8.787042135548570609e-01,1.046855217730344068e+00,1.000000730109092961e+00,9.978728899230479010e-01,1.147722143016446150e+00,8.320640427836776265e-01,1.118519483096542366e+00,9.374696051926777463e-01,1.116048873962944832e+00
9.473116802597945085e-01,8.022539930098216976e-01,1.049910869301309724e+00,8.685052545511238176e-01,1.014180183177753269e+00,8.788722551846678277e-01,1.042027699998437473e+00,9.098727268303885563e-01,8.524872821689434277e-01,8.363810866892749107e-01,1.143691097105708376e+00,8.194201067009462269e-01,1.015915267524202470e+00
8.085492747435952809e-01,1.053075063453617233e+00,1.056475408087279799e+00,8.848361335128024363e-01,9.046953993740681765e-01,8.048099755716640047e-01,8.751397281013804097e-01,1.111653454436603461e+00,8.039245060275205246e-01,1.163620117647798713e+00,1.177881557519591560e+00,9.344745804586054305e-01,1.171683960773644673e+00
1.058516575034225138e+00,1.071305490949778783e+00,8.843545519037521174e-01,9.812723816952638733e-01,1.105230833306269034e+00,9.503254580035020993e-01,1.112914735485955875e+00,1.194405702584917073e+00,1.004228324561563523e+00,1.054164108481232320e+00,1.132820301000836638e+00,9.131061356821971176e-01,1.063143094360101237e+00
9.091825910516870834e-01,1.018063741478170803e+00,1.097578639613683960e+00,8.367933925711886767e-01,1.038434300671806865e+00,8.490795942351475611e-01,9.244250571942064232e-01,8.263519666683504239e-01,1.122153613857102661e+00,9.159036779183512555e-01,9.476451071427384187e-01,8.357486912181181227e-01,1.003154689105579589e+00
1.026915736916422572e+00,8.616992127068162644e-01,1.073437964824008661e+00,1.169093721722624935e+00,9.583179167573361301e-01,1.136496701144788846e+00,9.779520378078943033e-01,9.419736970983815239e-01,8.464790391562633243e-01,1.146341341169179850e+00,9.793583026982034534e-01,1.126253205614521580e+00,9.480815439618066609e-01
8.695018122304459807e-01,8.934714886262709044e-01,8.830875362713607180e-01,9.574381458349746632e-01,1.152618322339541201e+00,8.174459687581956402e-01,9.140610370622256342e-01,9.891374952744304005e-01,1.071960448743962235e+00,8.906985359537976654e-01,9.595409338899864027e-01,1.111493759748215737e+00,9.560482385629580637e-01
1.160646653293959663e+00,9.280394059675679541e-01,1.047647263634561288e+00,1.126535992430215183e+00,8.187048063952753196e-01,8.958562482092676804e-01,8.000431546980379949e-01,8.183269890679278902e-01,1.132715955186952339e+00,8.682864799616936136e-01,9.868421265420495025e-01,1.195067337659947881e+00,8.026688637869828780e-01
1.196548426632702444e+00,1.017522597001902840e+00,9.349637869879328100e-01,1.073475634645323362e+00,1.051977717139287005e+00,1.100498164969927917e+00,8.310617866092683270e-01,1.166938073497915340e+00,9.233972558129106556e-01,8.299311891422895826e-01,8.155284718435824587e-01,9.670842083534424427e-01,8.148252358166939713e-01
1.126130243719428714e+00,1.126142336645067799e+00,1.186981083527116621e+00,1.115811338391988983e+00,1.070225154246303045e+00,1.195624600615750488e+00,1.199753716558700445e+00,1.013951375212785999e+00,9.313609431788669735e-01,8.585736043773517512e-01,1.191098103618876802e+00,8.837608849862829130e-01,1.192788406853276584e+00
8.189238797827741445e-01,1.114491533971173620e+00,1.154382690303712433e+00,1.199582500936009044e+00,1.068041556010220328e+00,8.307164785265559459e-01,1.051491682798439520e+00,9.442599317323592256e-01,1.155819248494382112e+00,1.180698308648294947e+00,1.161815979474804861e+00,9.923697937005067082e-01,1.091852935910632816e+00
8.941486311378651353e-01,1.011119226555201811e+00,1.101616164867781134e+00,1.110015604081747265e+00,8.775272053369653769e-01,8.258906792326768942e-01,1.051755048333021358e+00,8.740641749027577845e-01,1.113440040322963620e+00,1.006042969897898542e+00,9.700281214912981342e-01,9.633622904801295572e-01,8.691322116528945596e-01
8.880797597730211157e-01,1.033487833197053618e+00,8.248169104076961133e-01,1.139259027896617704e+00,8.779672742227895288e-01,1.148610594213541836e+00,1.028329642310358727e+00,1.071841109748553622e+00,9.600298399119944204e-01,1.139082952945038141e+00,1.015724952585779217e+00,8.231974079992604443e-01,1.177608414442785190e+00
8.107459975518025441e-01,8.908663135919988596e-01,1.121071881741369847e+00,1.116237000434399773e+00,9.497322052908501178e-01,8.467446694760702997e-01,8.164369084899643081e-01,1.167022028034754966e+00,1.159115769356458214e+00,9.798377298170595218e-01,9.874622198385758498e-01,1.070336242849523334e+00,1.113427181281526845e+00
1.113770279448748068e+00,9.856278821656661027e-01,1.041342617074605181e+00,8.700440497437123000e-01,8.970159728637386864e-01,8.925158743846165477e-01,1.158675786310145561e+00,1.129776583751656904e+00,1.045626686221069690e+00,9.293258575335932026e-01,8.118264145681486355e-01,1.124920382762160775e+00,1.007921624238129921e+00
9.053398234192113758e-01,1.165708487355950895e+00,9.508272999644398205e-01,9.443072572308895962e-01,1.108297494769876490e+00,8.328456803113705176e-01,1.096678517755562687e+00,1.010521302387312081e+00,9.982085877849544708e-01,1.180703024978464688e+00,1.017091982332088973e+00,1.184183444944439501e+00,1.083075959452426407e+00
1.159784712304210430e+00,1.021760459161447754e+00,8.609999138257783402e-01,8.046439127795039781e-01,1.054558758934085461e+00,8.189198580670512539e-01,1.066962757885703716e+00,8.308224349326289726e-01,1.144675454171719897e+00,1.083162762806340051e+00,1.012546667532801203e+00,9.345334121780468628e-01,1.075299090275011915e+00
